DMax Ozone,Year,Month,Day,OZONE-WEIGHT,Flag,Site Name,Lat,Lng,Date
0.032,2020,7,14,17,0,Newark Firehouse,40.720989,-74.192892,7/14/2020
0.039,2020,7,17,17,0,Newark Firehouse,40.720989,-74.192892,7/17/2020
0.054,2020,7,20,17,0,Newark Firehouse,40.720989,-74.192892,7/20/2020
0.05,2020,7,23,17,0,Newark Firehouse,40.720989,-74.192892,7/23/2020
0.056,2020,7,26,17,0,Newark Firehouse,40.720989,-74.192892,7/26/2020
0.062,2020,7,29,17,0,Newark Firehouse,40.720989,-74.192892,7/29/2020
0.061,2020,8,1,17,0,Newark Firehouse,40.720989,-74.192892,8/1/2020
0.027,2020,8,4,17,0,Newark Firehouse,40.720989,-74.192892,8/4/2020
0.05,2020,8,7,17,0,Newark Firehouse,40.720989,-74.192892,8/7/2020
0.065,2020,8,10,17,0,Newark Firehouse,40.720989,-74.192892,8/10/2020
0.035,2020,8,13,17,0,Newark Firehouse,40.720989,-74.192892,8/13/2020
0.02,2020,8,16,17,0,Newark Firehouse,40.720989,-74.192892,8/16/2020
0.03,2020,8,19,17,0,Newark Firehouse,40.720989,-74.192892,8/19/2020
0.047,2020,8,22,17,0,Newark Firehouse,40.720989,-74.192892,8/22/2020
0.054,2020,8,25,17,0,Newark Firehouse,40.720989,-74.192892,8/25/2020
0.042,2020,8,28,17,0,Newark Firehouse,40.720989,-74.192892,8/28/2020
0.047,2020,9,3,17,0,Newark Firehouse,40.720989,-74.192892,9/3/2020
0.052,2020,9,6,17,0,Newark Firehouse,40.720989,-74.192892,9/6/2020
0.022,2020,9,9,17,0,Newark Firehouse,40.720989,-74.192892,9/9/2020
0.028,2020,9,12,17,0,Newark Firehouse,40.720989,-74.192892,9/12/2020
0.019,2020,9,15,17,0,Newark Firehouse,40.720989,-74.192892,9/15/2020
0.029,2020,9,18,17,0,Newark Firehouse,40.720989,-74.192892,9/18/2020
0.031,2020,9,21,17,0,Newark Firehouse,40.720989,-74.192892,9/21/2020
0.04,2020,9,24,17,0,Newark Firehouse,40.720989,-74.192892,9/24/2020
0.033,2020,9,27,17,0,Newark Firehouse,40.720989,-74.192892,9/27/2020
0.031,2020,9,30,17,0,Newark Firehouse,40.720989,-74.192892,9/30/2020
0.031,2020,10,3,17,0,Newark Firehouse,40.720989,-74.192892,10/3/2020
0.042,2020,10,6,17,0,Newark Firehouse,40.720989,-74.192892,10/6/2020
